start_date,phase,status,trials
2023-01-18,,RECRUITING,25
2017-10-10,PHASE1,COMPLETED,10
2014-12-12,,COMPLETED,10
2025-03-26,,NOT_YET_RECRUITING,2
2023-02-01,,ACTIVE_NOT_RECRUITING,41
2021-01-13,,UNKNOWN,12
2025-01-15,,ACTIVE_NOT_RECRUITING,17
2020-02-19,,COMPLETED,28
2019-02-20,PHASE3,COMPLETED,5
2025-05-26,PHASE1;PHASE2,RECRUITING,4
2021-08-23,PHASE1,RECRUITING,2
2017-04-20,,COMPLETED,50
2019-03-04,,COMPLETED,59
2024-11-16,,UNKNOWN,1
2019-11-14,,RECRUITING,9
2021-07-27,PHASE1,COMPLETED,6
2015-12-28,PHASE1,COMPLETED,3
2025-02-28,,NOT_YET_RECRUITING,23
2016-02-01,,COMPLETED,127
2019-07-30,,COMPLETED,34
2018-01-08,PHASE1,COMPLETED,9
2024-12-30,,COMPLETED,8
2024-02-01,,NOT_YET_RECRUITING,95
2018-08-01,,UNKNOWN,117
2021-03-01,,TERMINATED,12
2021-12-02,,COMPLETED,24
2024-10-24,,COMPLETED,15
2022-09-29,PHASE3,RECRUITING,1
2016-10-05,PHASE1;PHASE2,COMPLETED,1
2021-06-30,PHASE1,UNKNOWN,3
2020-09-07,,RECRUITING,5
2023-10-25,PHASE4,RECRUITING,2
2018-02-14,EARLY_PHASE1,COMPLETED,2
2014-10-16,,COMPLETED,5
2024-03-01,,NOT_YET_RECRUITING,171
2020-05-28,,COMPLETED,21
2024-06-25,,COMPLETED,18
2025-03-02,,NOT_YET_RECRUITING,4
2024-05-17,PHASE3,RECRUITING,3
2021-10-27,,COMPLETED,27
2022-12-15,,RECRUITING,40
2016-08-02,,COMPLETED,13
2019-03-30,,UNKNOWN,6
2020-11-01,EARLY_PHASE1,UNKNOWN,4
2019-11-01,,UNKNOWN,160
2018-02-28,,COMPLETED,39
2017-12-13,,COMPLETED,28
2022-10-17,,RECRUITING,22
2023-04-11,,COMPLETED,27
2003-11-26,,COMPLETED,1
2019-10-18,PHASE3,ACTIVE_NOT_RECRUITING,1
2022-06-01,,COMPLETED,305
2020-09-29,,COMPLETED,27
2017-02-01,,COMPLETED,273
2023-04-19,,UNKNOWN,7
2024-11-15,PHASE1,RECRUITING,5
2021-05-01,,COMPLETED,248
2023-11-01,,NOT_YET_RECRUITING,100
2023-01-23,,COMPLETED,28
2023-01-01,,RECRUITING,291
2012-11-02,PHASE1,COMPLETED,2
2025-03-27,,NOT_YET_RECRUITING,4
2015-11-24,,ACTIVE_NOT_RECRUITING,1
2022-12-15,,UNKNOWN,41
2018-02-01,,TERMINATED,24
2024-02-01,,COMPLETED,121
2023-05-23,,ACTIVE_NOT_RECRUITING,7
2010-06-03,PHASE3,COMPLETED,1
2024-11-10,,RECRUITING,19
2018-03-16,,COMPLETED,28
2017-05-25,,UNKNOWN,8
2023-01-23,,TERMINATED,2
2019-03-15,,COMPLETED,67
2023-12-19,PHASE2;PHASE3,RECRUITING,1
2019-03-14,,COMPLETED,29
2019-06-14,PHASE3,COMPLETED,1
2023-04-17,,COMPLETED,29
2017-04-14,,COMPLETED,16
2021-09-06,,TERMINATED,2
2025-10-01,PHASE1,NOT_YET_RECRUITING,21
2024-12-09,,RECRUITING,40
2016-11-21,,COMPLETED,15
2023-01-25,,RECRUITING,33
2021-05-01,,UNKNOWN,146
2024-10-01,,ENROLLING_BY_INVITATION,45
2021-06-22,PHASE1,COMPLETED,5
2022-09-01,,UNKNOWN,223
2022-12-07,,ACTIVE_NOT_RECRUITING,3
2020-08-15,,COMPLETED,41
2024-12-12,,RECRUITING,52
2018-07-20,,UNKNOWN,9
2018-12-20,PHASE4,COMPLETED,1
2018-08-30,PHASE2,TERMINATED,2
2016-10-17,PHASE1,COMPLETED,2
2020-05-03,PHASE2,TERMINATED,1
2004-04-22,,COMPLETED,1
2016-11-25,,SUSPENDED,1
2017-01-13,,COMPLETED,16
2020-05-06,,COMPLETED,26
2022-07-12,EARLY_PHASE1,COMPLETED,2
2023-08-01,,RECRUITING,213
2020-10-20,PHASE2;PHASE3,COMPLETED,2
2018-10-23,PHASE2,WITHDRAWN,2
2008-01-02,PHASE1,COMPLETED,3
2025-05-01,,RECRUITING,189
2020-01-03,PHASE4,COMPLETED,4
2022-03-03,,COMPLETED,33
2022-07-20,PHASE2,UNKNOWN,4
2022-08-11,,COMPLETED,20
2019-09-28,,COMPLETED,5
2025-03-18,,RECRUITING,37
2021-12-07,PHASE2,TERMINATED,4
2025-07-15,PHASE1,RECRUITING,8
2024-07-15,,RECRUITING,64
2020-11-18,PHASE4,UNKNOWN,1
2020-06-02,,COMPLETED,20
2021-09-01,,RECRUITING,101
2020-12-16,PHASE3,COMPLETED,10
2014-07-09,,COMPLETED,8
2025-06-23,PHASE2,NOT_YET_RECRUITING,1
2019-12-12,,COMPLETED,32
2021-09-21,,ACTIVE_NOT_RECRUITING,8
2018-02-15,,COMPLETED,57
2020-12-25,,UNKNOWN,8
2023-09-01,,UNKNOWN,126
2021-10-21,,UNKNOWN,7
2025-04-01,,RECRUITING,207
2020-10-07,PHASE1,UNKNOWN,2
2017-07-01,,WITHDRAWN,14
2021-12-29,PHASE2,RECRUITING,2
2014-01-01,,COMPLETED,218
2021-09-20,PHASE2;PHASE3,COMPLETED,1
2008-10-07,PHASE3,TERMINATED,1
2018-03-20,,COMPLETED,49
2023-02-07,,COMPLETED,29
2019-09-18,,RECRUITING,4
2022-03-22,PHASE1,ACTIVE_NOT_RECRUITING,1
2016-05-03,,COMPLETED,10
2024-02-24,,RECRUITING,5
2019-08-01,PHASE4,UNKNOWN,10
2020-05-28,PHASE2,COMPLETED,5
2021-04-01,PHASE4,COMPLETED,15
2023-05-08,,COMPLETED,29
2021-09-01,,COMPLETED,359
2019-08-01,,COMPLETED,245
2017-10-01,,COMPLETED,256
2017-05-09,PHASE1,COMPLETED,4
2021-01-16,PHASE2,COMPLETED,1
2024-04-04,,RECRUITING,45
2019-01-30,,COMPLETED,37
2010-01-01,,COMPLETED,144
2018-03-01,,UNKNOWN,117
2024-03-15,PHASE2,RECRUITING,7
2022-03-15,,COMPLETED,95
2022-04-14,,ACTIVE_NOT_RECRUITING,4
2023-02-01,,COMPLETED,230
2010-01-13,PHASE3,COMPLETED,1
2023-03-26,PHASE4,RECRUITING,1
2023-12-01,,NOT_YET_RECRUITING,134
2003-03-18,,COMPLETED,3
2020-06-03,,UNKNOWN,10
2018-04-02,PHASE1,RECRUITING,1
2011-05-26,,UNKNOWN,1
2021-06-01,,UNKNOWN,220
2021-01-20,,COMPLETED,61
2024-02-11,,COMPLETED,7
2023-05-11,PHASE1;PHASE2,RECRUITING,1
2017-07-18,,UNKNOWN,11
2023-03-24,PHASE2,TERMINATED,2
2021-04-13,,ACTIVE_NOT_RECRUITING,5
2004-06-10,,ENROLLING_BY_INVITATION,1
2025-05-15,,RECRUITING,58
2022-07-01,,RECRUITING,125
2024-10-08,,RECRUITING,45
2024-12-02,,RECRUITING,53
2019-05-31,,COMPLETED,32
2017-03-31,,WITHDRAWN,1
2013-08-14,PHASE1;PHASE2,COMPLETED,1
2024-10-03,,ACTIVE_NOT_RECRUITING,3
2015-09-21,,COMPLETED,7
2024-11-22,,RECRUITING,30
2021-08-30,PHASE3,TERMINATED,4
2018-05-01,,UNKNOWN,131
2022-02-14,,COMPLETED,44
2021-08-01,,NOT_YET_RECRUITING,6
2022-05-01,,COMPLETED,248
2023-04-01,,RECRUITING,165
2022-06-06,,COMPLETED,45
2023-11-01,PHASE3,ACTIVE_NOT_RECRUITING,4
2019-08-01,,UNKNOWN,154
2022-04-18,,COMPLETED,29
2023-04-01,,UNKNOWN,184
2020-03-10,PHASE1;PHASE2,COMPLETED,1
2018-11-27,,UNKNOWN,7
2020-02-14,,COMPLETED,36
2023-11-15,,COMPLETED,53
2020-01-07,PHASE1,COMPLETED,6
2021-06-21,,COMPLETED,36
2024-03-04,,NOT_YET_RECRUITING,5
2020-08-01,EARLY_PHASE1,UNKNOWN,6
2019-09-10,,TERMINATED,6
2024-08-02,,COMPLETED,8
2020-01-13,PHASE2,COMPLETED,6
2016-12-14,,TERMINATED,2
2021-06-21,,TERMINATED,5
2024-08-01,,ACTIVE_NOT_RECRUITING,38
2025-02-12,,RECRUITING,34
2017-07-24,PHASE2,COMPLETED,5
2020-01-20,PHASE3,ACTIVE_NOT_RECRUITING,2
2017-07-17,PHASE1;PHASE2,COMPLETED,5
2021-12-31,,COMPLETED,11
2024-09-01,,NOT_YET_RECRUITING,249
2022-08-30,,COMPLETED,28
2007-11-02,PHASE1,COMPLETED,1
2019-06-29,PHASE4,COMPLETED,1
2019-02-06,,ACTIVE_NOT_RECRUITING,4
2022-01-02,,COMPLETED,30
2017-01-25,,COMPLETED,29
2025-06-01,PHASE2,NOT_YET_RECRUITING,42
2025-02-03,EARLY_PHASE1,RECRUITING,1
2022-04-04,,ACTIVE_NOT_RECRUITING,9
2025-04-18,,NOT_YET_RECRUITING,2
2017-08-01,,COMPLETED,273
2021-10-26,,UNKNOWN,10
2019-12-10,,COMPLETED,44
2016-06-01,PHASE1,COMPLETED,6
2024-03-13,PHASE1,COMPLETED,2
2025-03-01,PHASE2;PHASE3,RECRUITING,2
2016-10-03,,COMPLETED,23
2020-11-26,PHASE2,UNKNOWN,3
2024-01-02,,RECRUITING,57
2022-12-01,,UNKNOWN,156
2022-06-09,,COMPLETED,21
2020-09-16,,COMPLETED,34
2017-02-10,,RECRUITING,2
2018-10-29,,COMPLETED,42
2025-07-09,PHASE3,RECRUITING,6
2023-08-10,PHASE3,COMPLETED,3
2017-03-28,,COMPLETED,19
2016-07-12,PHASE3,COMPLETED,2
2021-10-17,,COMPLETED,3
2017-10-04,PHASE2,COMPLETED,6
2025-03-01,PHASE4,RECRUITING,12
2010-01-14,PHASE2,COMPLETED,1
2024-03-13,,ENROLLING_BY_INVITATION,1
2021-04-12,PHASE2,TERMINATED,4
2023-06-15,,RECRUITING,46
2020-06-01,,COMPLETED,302
2024-01-17,PHASE3,RECRUITING,5
2025-04-10,,COMPLETED,7
2019-08-05,,COMPLETED,44
2021-12-21,PHASE3,COMPLETED,4
2025-04-14,PHASE3,RECRUITING,6
2014-12-22,PHASE3,COMPLETED,1
2018-07-05,PHASE1,COMPLETED,4
2021-08-19,,COMPLETED,20
2020-04-06,PHASE2,COMPLETED,2
2019-06-30,,UNKNOWN,10
2023-11-29,,COMPLETED,13
2022-05-11,,COMPLETED,43
2019-03-01,,COMPLETED,345
2017-11-30,PHASE2;PHASE3,COMPLETED,3
2017-09-01,,COMPLETED,336
2000-03-09,PHASE3,COMPLETED,1
2022-05-24,,RECRUITING,19
2022-08-19,PHASE3,COMPLETED,1
2018-08-02,,COMPLETED,21
2021-02-28,PHASE1,UNKNOWN,1
2024-09-01,PHASE1;PHASE2,RECRUITING,8
2021-07-28,,COMPLETED,23
2023-03-08,,COMPLETED,25
2017-08-29,,COMPLETED,23
2025-01-26,PHASE3,NOT_YET_RECRUITING,1
2018-11-05,,COMPLETED,56
2022-05-25,PHASE1,COMPLETED,10
2017-08-01,,UNKNOWN,98
2022-12-10,,UNKNOWN,11
2016-08-01,,COMPLETED,124
2025-05-09,EARLY_PHASE1,RECRUITING,2
2023-07-18,,COMPLETED,13
2018-10-25,PHASE2,RECRUITING,1
2020-02-20,,UNKNOWN,25
2018-04-18,,UNKNOWN,13
2021-12-30,EARLY_PHASE1,UNKNOWN,1
2018-05-25,,UNKNOWN,9
2022-06-23,,UNKNOWN,10
2024-05-15,,COMPLETED,52
2012-06-11,PHASE3,COMPLETED,3
2019-05-24,,UNKNOWN,5
2008-12-10,PHASE2,COMPLETED,2
2023-10-27,,COMPLETED,11
2022-10-30,,WITHDRAWN,1
2025-05-14,,RECRUITING,25
2022-06-20,PHASE1,RECRUITING,2
2023-01-01,,UNKNOWN,223
2016-08-15,,COMPLETED,32
2025-08-08,,NOT_YET_RECRUITING,9
2016-05-01,,UNKNOWN,21
2022-11-07,,COMPLETED,43
2021-02-14,,UNKNOWN,6
2024-05-03,,COMPLETED,19
2019-01-07,,COMPLETED,79
2018-09-01,,RECRUITING,23
2020-04-14,,COMPLETED,22
2015-03-30,PHASE1,COMPLETED,3
2021-02-10,,TERMINATED,5
2017-02-14,,COMPLETED,40
2016-06-02,PHASE2,COMPLETED,2
2020-10-05,,TERMINATED,3
2024-02-02,,RECRUITING,37
2022-06-17,PHASE3,COMPLETED,3
2019-09-18,PHASE4,COMPLETED,2
2018-06-04,PHASE3,COMPLETED,5
2020-06-15,PHASE1,COMPLETED,14
2023-08-01,,COMPLETED,193
2010-11-12,,COMPLETED,1
2019-02-21,PHASE1,COMPLETED,3
2016-09-30,PHASE3,TERMINATED,1
2018-01-18,,COMPLETED,42
2024-12-03,,RECRUITING,39
2019-04-01,,COMPLETED,343
1999-05-15,,COMPLETED,1
2018-03-19,,UNKNOWN,9
2024-05-25,,COMPLETED,7
2020-07-17,PHASE1,TERMINATED,3
2025-02-02,,COMPLETED,4
2021-12-15,PHASE2,RECRUITING,4
2023-09-22,PHASE1,COMPLETED,4
2021-07-01,,UNKNOWN,169
2019-04-01,PHASE4,UNKNOWN,15
2016-04-14,PHASE1,COMPLETED,6
2019-10-04,,WITHDRAWN,1
2025-06-30,,NOT_YET_RECRUITING,66
2023-08-25,,COMPLETED,18
2015-03-15,PHASE4,COMPLETED,3
2023-07-14,,ACTIVE_NOT_RECRUITING,5
2019-08-23,,COMPLETED,23
2008-09-24,PHASE2,COMPLETED,1
2025-05-01,PHASE3,RECRUITING,7
2023-11-12,PHASE1,RECRUITING,2
2017-11-27,,COMPLETED,39
2020-03-13,,UNKNOWN,14
2018-06-15,,COMPLETED,68
2017-03-07,EARLY_PHASE1,COMPLETED,2
2017-03-27,PHASE1;PHASE2,UNKNOWN,1
2019-08-28,,RECRUITING,3
2025-03-17,,ACTIVE_NOT_RECRUITING,35
2018-04-01,,COMPLETED,244
2008-06-10,PHASE3,COMPLETED,1
2015-04-06,PHASE2,COMPLETED,1
2025-03-03,,ACTIVE_NOT_RECRUITING,9
2025-03-04,,RECRUITING,34
2017-07-05,,WITHDRAWN,3
2018-04-01,,ACTIVE_NOT_RECRUITING,16
2019-03-18,,COMPLETED,29
2024-04-01,,COMPLETED,168
2023-08-30,,UNKNOWN,26
2019-02-15,PHASE2,UNKNOWN,4
2019-03-18,PHASE2,ACTIVE_NOT_RECRUITING,1
2018-11-27,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2025-01-21,,COMPLETED,9
2023-04-01,PHASE2,COMPLETED,4
2017-05-25,PHASE1;PHASE2,TERMINATED,1
2021-04-14,,COMPLETED,47
2022-09-29,PHASE2,ACTIVE_NOT_RECRUITING,2
2022-08-25,,RECRUITING,12
2023-06-02,PHASE1,COMPLETED,5
2021-01-01,,UNKNOWN,325
2011-05-01,,ACTIVE_NOT_RECRUITING,1
2024-05-07,,TERMINATED,2
2019-10-29,,COMPLETED,20
2021-06-03,,TERMINATED,2
2018-05-01,,COMPLETED,243
2022-01-01,PHASE1;PHASE2,UNKNOWN,6
2023-09-19,,RECRUITING,37
2017-09-10,,COMPLETED,17
2022-10-14,,RECRUITING,16
2022-03-07,PHASE1,COMPLETED,4
2023-05-31,,COMPLETED,26
2025-01-01,,NOT_YET_RECRUITING,285
2024-04-01,,NOT_YET_RECRUITING,152
2020-06-18,PHASE1,COMPLETED,8
2013-11-01,,COMPLETED,30
2017-01-27,,COMPLETED,18
2017-05-02,,COMPLETED,50
2024-05-13,,ENROLLING_BY_INVITATION,2
2023-08-07,PHASE1,COMPLETED,5
2021-06-01,,RECRUITING,100
2021-12-19,,COMPLETED,6
2023-08-01,,ENROLLING_BY_INVITATION,16
2021-08-01,,UNKNOWN,148
2022-09-16,,COMPLETED,17
2019-10-01,,COMPLETED,306
2021-09-27,PHASE4,COMPLETED,2
2021-04-19,,UNKNOWN,12
2021-05-22,,COMPLETED,9
2014-02-04,,COMPLETED,7
2024-10-23,,RECRUITING,36
2000-08-22,PHASE2,COMPLETED,1
2020-12-03,,RECRUITING,7
2022-02-14,PHASE1,COMPLETED,8
2021-01-21,,COMPLETED,42
2013-04-24,,UNKNOWN,1
2019-10-22,PHASE2,TERMINATED,1
2023-01-03,,RECRUITING,29
2021-11-01,,COMPLETED,277
2018-01-22,,COMPLETED,50
2022-11-01,PHASE1,RECRUITING,7
2025-02-03,,RECRUITING,57
2024-07-13,,RECRUITING,7
2023-11-15,,RECRUITING,66
2017-07-05,PHASE2,UNKNOWN,2
2013-04-01,,COMPLETED,35
2022-12-21,PHASE2,RECRUITING,2
2025-04-25,PHASE1,RECRUITING,3
2025-03-28,PHASE2,RECRUITING,10
2017-04-26,,RECRUITING,3
2022-04-13,,COMPLETED,24
2020-12-01,,COMPLETED,268
2022-06-08,,UNKNOWN,6
2021-01-06,PHASE2,TERMINATED,1
2016-09-20,PHASE1,COMPLETED,2
2017-10-18,,COMPLETED,27
2019-11-25,PHASE3,RECRUITING,1
2023-03-01,PHASE2,WITHDRAWN,4
2024-10-16,,RECRUITING,25
2017-11-20,,COMPLETED,59
2022-01-25,PHASE3,UNKNOWN,2
2023-08-28,,RECRUITING,12
2018-04-02,,COMPLETED,45
2017-04-28,,COMPLETED,21
2019-03-10,,COMPLETED,21
2023-04-18,,RECRUITING,20
2017-08-20,EARLY_PHASE1,UNKNOWN,2
2021-02-08,,UNKNOWN,21
2021-08-12,,COMPLETED,29
2019-06-01,,UNKNOWN,151
2021-04-26,,RECRUITING,15
2020-10-26,PHASE1,RECRUITING,4
2019-07-19,,COMPLETED,21
2015-11-12,,UNKNOWN,3
2016-01-20,PHASE3,TERMINATED,2
2022-02-01,PHASE4,COMPLETED,11
2018-02-22,,COMPLETED,33
2018-03-07,PHASE3,COMPLETED,7
2013-10-25,PHASE1,COMPLETED,2
2021-08-23,,UNKNOWN,16
2018-12-10,PHASE1,COMPLETED,9
2018-05-10,,COMPLETED,25
2019-09-05,,SUSPENDED,1
2022-06-30,PHASE2,UNKNOWN,3
2024-12-10,PHASE2,ENROLLING_BY_INVITATION,1
2017-04-06,PHASE4,COMPLETED,3
2022-12-01,PHASE3,RECRUITING,4
2019-11-10,,COMPLETED,12
2014-11-01,,COMPLETED,64
2022-07-12,PHASE1,COMPLETED,7
2025-01-01,PHASE4,COMPLETED,2
2023-03-23,,COMPLETED,17
2016-05-11,PHASE1,ENROLLING_BY_INVITATION,1
2021-03-17,PHASE1;PHASE2,UNKNOWN,3
2020-01-01,,RECRUITING,106
2021-02-14,,COMPLETED,6
2020-04-07,,COMPLETED,16
2010-04-14,,COMPLETED,1
2021-09-01,PHASE4,COMPLETED,11
2024-04-25,,ACTIVE_NOT_RECRUITING,5
2023-09-10,PHASE4,COMPLETED,1
2022-11-30,,RECRUITING,22
2019-06-16,,COMPLETED,10
2022-01-05,,ACTIVE_NOT_RECRUITING,6
2017-11-28,PHASE1,COMPLETED,10
2019-03-05,,COMPLETED,41
2010-04-20,,COMPLETED,1
2017-11-08,,COMPLETED,31
2019-04-01,,WITHDRAWN,17
2023-10-01,,UNKNOWN,42
2015-08-01,,COMPLETED,91
2025-10-30,PHASE2,NOT_YET_RECRUITING,5
2022-09-20,,UNKNOWN,22
2025-09-01,PHASE2,SUSPENDED,2
2018-12-05,PHASE4,COMPLETED,2
2016-01-05,PHASE1,COMPLETED,4
2022-06-03,,UNKNOWN,7
2022-03-02,PHASE4,RECRUITING,3
2021-02-01,,ACTIVE_NOT_RECRUITING,25
2024-07-01,,RECRUITING,248
2021-10-10,,RECRUITING,5
2004-10-01,,COMPLETED,2
2022-03-01,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2022-05-03,PHASE3,ACTIVE_NOT_RECRUITING,3
2022-08-16,,ENROLLING_BY_INVITATION,4
2022-01-05,PHASE4,RECRUITING,2
2015-06-30,,COMPLETED,15
2019-10-22,PHASE2,COMPLETED,4
2011-03-19,PHASE1,COMPLETED,1
2022-04-28,,COMPLETED,30
2022-03-18,PHASE2,ACTIVE_NOT_RECRUITING,2
2022-11-22,PHASE2,UNKNOWN,1
2022-12-23,,UNKNOWN,5
2018-11-19,PHASE1,COMPLETED,8
2025-07-10,,RECRUITING,31
2021-12-22,PHASE1;PHASE2,RECRUITING,2
2022-10-01,,COMPLETED,228
2022-05-01,,RECRUITING,98
2024-08-20,,COMPLETED,22
2019-03-01,,UNKNOWN,155
2020-07-27,PHASE2,RECRUITING,1
2021-05-11,,COMPLETED,35
2023-03-16,,COMPLETED,16
2020-12-24,PHASE2,UNKNOWN,1
2015-11-01,PHASE4,COMPLETED,8
2018-07-01,,TERMINATED,16
2011-06-16,,COMPLETED,2
2024-06-25,,ACTIVE_NOT_RECRUITING,8
2016-08-23,,COMPLETED,17
2024-10-15,,NOT_YET_RECRUITING,53
2013-01-09,PHASE1,COMPLETED,1
2017-06-15,,TERMINATED,2
2024-10-17,,RECRUITING,27
2025-02-21,,RECRUITING,33
2022-09-21,PHASE1,RECRUITING,3
2012-07-05,PHASE2,COMPLETED,2
2023-08-10,,ACTIVE_NOT_RECRUITING,6
2021-02-24,,COMPLETED,44
2022-03-30,,COMPLETED,37
2021-11-12,,RECRUITING,11
2022-10-17,,COMPLETED,33
2022-12-01,,RECRUITING,104
2019-09-25,,UNKNOWN,12
2018-12-13,,COMPLETED,20
2020-12-23,PHASE1,COMPLETED,6
2017-12-26,,COMPLETED,6
2023-05-15,,NOT_YET_RECRUITING,3
2021-03-09,,RECRUITING,6
2025-04-22,PHASE3,RECRUITING,2
2018-03-28,,COMPLETED,35
2022-09-23,,RECRUITING,9
2020-03-30,,UNKNOWN,20
2023-01-23,,UNKNOWN,7
2024-04-03,,RECRUITING,32
2022-06-05,PHASE1,UNKNOWN,1
2021-07-02,,UNKNOWN,11
2018-04-05,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2024-10-21,PHASE3,WITHDRAWN,1
2024-12-30,,NOT_YET_RECRUITING,35
2019-03-15,PHASE3,COMPLETED,3
2023-11-06,,COMPLETED,19
2021-12-09,,UNKNOWN,6
2009-01-06,PHASE1;PHASE2,COMPLETED,1
2019-05-01,,UNKNOWN,121
2024-11-18,PHASE2,RECRUITING,9
2023-09-14,PHASE2,COMPLETED,2
2018-08-01,,TERMINATED,24
2023-08-08,,RECRUITING,24
2009-07-10,,COMPLETED,4
2019-07-07,,COMPLETED,9
2023-01-22,,COMPLETED,10
2024-06-11,,RECRUITING,22
2021-02-07,PHASE2,UNKNOWN,1
2016-01-01,,RECRUITING,31
2024-02-19,,COMPLETED,17
2023-05-04,,COMPLETED,23
2021-11-02,PHASE1,ACTIVE_NOT_RECRUITING,1
2020-07-09,,RECRUITING,6
2025-08-01,,RECRUITING,109
2024-05-07,,RECRUITING,39
2024-11-28,,NOT_YET_RECRUITING,3
2019-01-15,,COMPLETED,105
2019-05-02,PHASE1,TERMINATED,2
2022-09-10,,COMPLETED,22
2025-01-13,,RECRUITING,43
2019-02-07,,COMPLETED,25
2020-07-12,PHASE3,TERMINATED,1
2023-03-30,,COMPLETED,33
2012-02-07,PHASE2;PHASE3,COMPLETED,1
2024-11-01,,ACTIVE_NOT_RECRUITING,56
2022-04-06,,COMPLETED,22
2021-06-01,,COMPLETED,323
2019-07-01,PHASE2,UNKNOWN,12
2019-02-28,,COMPLETED,42
2011-03-21,PHASE4,COMPLETED,1
2021-09-11,,COMPLETED,12
2023-09-27,PHASE3,RECRUITING,1
2018-08-09,PHASE1,ACTIVE_NOT_RECRUITING,1
2005-04-22,,RECRUITING,1
2021-06-21,PHASE3,COMPLETED,5
2020-02-03,,RECRUITING,8
2024-07-12,PHASE4,RECRUITING,3
2020-11-30,,COMPLETED,51
2022-09-28,PHASE2,RECRUITING,2
2017-06-06,PHASE3,COMPLETED,4
2015-09-08,PHASE1,COMPLETED,4
2020-09-13,,COMPLETED,8
2024-05-03,,RECRUITING,28
2016-08-22,,COMPLETED,12
2021-02-20,,UNKNOWN,22
2016-11-28,PHASE3,COMPLETED,4
2018-05-01,,WITHDRAWN,16
2021-02-05,,RECRUITING,3
2018-10-14,,COMPLETED,6
2015-01-01,,COMPLETED,323
2019-03-01,PHASE2,UNKNOWN,12
2020-08-05,PHASE3,COMPLETED,5
2024-05-01,PHASE1;PHASE2,RECRUITING,5
2021-12-30,PHASE2;PHASE3,COMPLETED,1
2025-05-06,,COMPLETED,4
2012-11-01,,RECRUITING,3
2024-05-30,PHASE1;PHASE2,RECRUITING,3
2019-01-01,,WITHDRAWN,28
2024-03-20,,COMPLETED,30
2017-03-01,,SUSPENDED,1
2021-08-16,,RECRUITING,10
2016-12-01,,UNKNOWN,28
2018-02-21,PHASE4,COMPLETED,5
2015-01-22,,COMPLETED,6
2020-03-31,,COMPLETED,32
2021-05-15,,COMPLETED,49
2018-05-18,,COMPLETED,22
2023-12-19,,RECRUITING,32
2013-05-01,,UNKNOWN,6
2010-01-01,,UNKNOWN,13
2010-02-01,,COMPLETED,25
2019-04-08,,COMPLETED,49
2020-12-07,PHASE1;PHASE2,UNKNOWN,1
2017-06-15,PHASE1,COMPLETED,6
2002-07-12,,RECRUITING,1
2020-02-18,PHASE2,TERMINATED,1
2021-03-02,,RECRUITING,12
2022-08-05,,UNKNOWN,14
2025-06-26,,RECRUITING,26
2016-09-26,,COMPLETED,12
2020-08-04,,ACTIVE_NOT_RECRUITING,1
2017-05-18,,COMPLETED,23
2022-08-31,PHASE1,UNKNOWN,2
2018-04-09,,COMPLETED,57
2021-09-07,,COMPLETED,21
2020-03-02,PHASE3,TERMINATED,1
2022-09-01,,COMPLETED,298
2015-06-01,,COMPLETED,105
2022-09-09,,UNKNOWN,16
2018-11-26,,UNKNOWN,11
2023-09-08,,COMPLETED,23
2019-04-23,PHASE1,COMPLETED,6
2018-12-18,,TERMINATED,4
2007-08-01,PHASE2,COMPLETED,3
2017-02-22,,TERMINATED,4
2024-08-01,,COMPLETED,82
2025-03-11,,RECRUITING,26
2018-10-10,,UNKNOWN,25
2021-03-16,,COMPLETED,39
2024-02-20,,RECRUITING,53
2023-10-02,,RECRUITING,43
2017-10-20,,UNKNOWN,19
2017-01-01,,COMPLETED,521
2022-01-03,PHASE1,UNKNOWN,4
2025-01-10,,RECRUITING,65
2018-02-05,,COMPLETED,51
2019-01-30,PHASE2,ACTIVE_NOT_RECRUITING,3
2018-10-07,,COMPLETED,5
2023-10-11,,ENROLLING_BY_INVITATION,4
2018-08-21,,COMPLETED,22
2022-04-06,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2022-09-04,,ACTIVE_NOT_RECRUITING,1
2021-02-01,EARLY_PHASE1,COMPLETED,8
2025-06-01,PHASE2,RECRUITING,19
2024-03-19,PHASE3,RECRUITING,2
2024-06-27,PHASE2,TERMINATED,1
2025-02-04,,ACTIVE_NOT_RECRUITING,3
2021-04-20,PHASE1,COMPLETED,4
2020-07-01,PHASE4,UNKNOWN,12
2018-04-02,PHASE3,COMPLETED,2
2025-04-23,,RECRUITING,24
2020-01-22,,UNKNOWN,13
2014-07-22,,COMPLETED,9
2020-08-10,PHASE4,COMPLETED,4
2009-07-14,PHASE2,COMPLETED,1
2024-06-25,,RECRUITING,47
2022-03-15,PHASE1,UNKNOWN,2
2014-04-30,PHASE3,COMPLETED,4
2016-08-19,,COMPLETED,2
2017-03-14,,COMPLETED,22
2020-09-28,PHASE3,COMPLETED,4
2019-04-26,PHASE2,ACTIVE_NOT_RECRUITING,2
2020-06-30,,COMPLETED,47
2021-07-19,PHASE2,COMPLETED,5
2020-11-27,PHASE2,RECRUITING,1
2022-12-12,,COMPLETED,37
2022-01-24,,UNKNOWN,12
2017-07-01,,COMPLETED,277
2017-02-06,,UNKNOWN,7
